nexo_id	name	definition	comment
7975	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.2486165523538 density:1 bootstrap:0.837823723 cc_score:0.0 bp_score:0.0 mf_score:0.037552
7542	CC: mitochondrial pyruvate dehydrogenase complex | BP: acetyl-CoA biosynthetic process from pyruvate | MF:pyruvate dehydrogenase (acetyl-transferring) activity	CC_def: Complex that carries out the oxidative decarboxylation of pyruvate to form acetyl-CoA in eukaryotes; includes subunits possessing three catalytic activities: pyruvate dehydrogenase (E1), dihydrolipoamide S-acetyltransferase (E2), and dihydrolipoamide dehydrogenase (E3). The This Eukaryotic form usually contains more subunits than its bacterial counterpart; for example, one known complex contains 30 E1 dimers, 60 E2 monomers, and 6 E3 dimers as well as a few copies of pyruvate dehydrogenase kinase and pyruvate dehydrogenase phosphatase. | BP_def: The chemical reactions and pathways resulting in the formation of acetyl-CoA from pyruvate. | MF_def:Catalysis of the reaction: pyruvate + lipoamide = S-acetyldihydrolipoamide + CO2.	robustness:3.97420878419447 density:1 bootstrap:0.87236762 cc_score:0.656805 bp_score:0.66514 mf_score:0.588523
6279	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.77756379 cc_score:0.0 bp_score:0.0 mf_score:0.0
9237	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.757179489 cc_score:0.0 bp_score:0.0 mf_score:0.0
8691	CC:  | BP: glutamate metabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways involving glutamate, the anion of 2-aminopentanedioic acid. | MF_def:	robustness:3.32291326058268 density:0.114285714285714 bootstrap:0.295073065 cc_score:0.0 bp_score:0.14131 mf_score:0.0852101
9449	CC: exosome (RNase complex) | BP: exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | MF:	CC_def: Complex of 3'-5' exoribonucleases. | BP_def: Exonucleolytic digestion of a pre-rRNA molecule to generate the mature 3'-end of a 5.8S rRNA molecule derived from an originally tricistronic pre-rRNA transcript that contained the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. | MF_def:	robustness:18.7254222995997 density:0.819047619047619 bootstrap:0.74315701 cc_score:0.59554 bp_score:0.498526 mf_score:0.0617584
5537	CC:  | BP: establishment of protein localization to chromatin | MF:	CC_def:  | BP_def: The directed movement of a protein to a part of a chromosome that is organized into chromatin. | MF_def:	robustness:0 density:0 bootstrap:0.32340316 cc_score:0.0 bp_score:0.222444 mf_score:0.0
5243	CC:  | BP:  | MF:AT DNA binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with oligo(A) and oligo(T) tracts of DNA (AT DNA).	robustness:0 density:0 bootstrap:0.84701711 cc_score:0.0 bp_score:0.0 mf_score:0.218961
9984	CC: catalytic step 1 spliceosome | BP: nuclear mRNA splicing, via spliceosome | MF:	CC_def: A spliceosomal complex that is formed by the displacement of the two snRNPs from the precatalytic spliceosome; three snRNPs including U5 remain associated with the mRNA. This complex, sometimes called the activated spliceosome, is the catalytically active form of the spliceosome, and includes many proteins in addition to those found in the associated snRNPs. | BP_def: The joining together of exons from one or more primary transcripts of nuclear messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced. | MF_def:	robustness:16.8859126182703 density:0.418357487922705 bootstrap:0.388857205 cc_score:0.353536 bp_score:0.341742 mf_score:0.0
8371	CC:  | BP: copper ion import | MF:oxidoreductase activity, oxidizing metal ions	CC_def:  | BP_def: The directed movement of copper ions into a cell or organelle. | MF_def:Catalysis of an oxidation-reduction in which the oxidation state of metal ion is altered.	robustness:4.27810029543464 density:0.392857142857143 bootstrap:0.369427259 cc_score:0.0 bp_score:0.265017 mf_score:0.137653
7784	CC:  | BP: aspartate family amino acid catabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of amino acids of the aspartate family, comprising asparagine, aspartate, lysine, methionine and threonine. | MF_def:	robustness:4.89958754624318 density:0.218181818181818 bootstrap:0.525176665 cc_score:0.0 bp_score:0.174448 mf_score:0.0773544
5905	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.802237711 cc_score:0.0 bp_score:0.0 mf_score:0.0
9234	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.02668540347873 density:0.025 bootstrap:0.182736973 cc_score:0.0 bp_score:0.0 mf_score:0.0
5867	CC:  | BP:  | MF:alpha-1,3-mannosyltransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of a mannose residue from GDP-mannose to an oligosaccharide, forming an alpha-1,3-linkage.	robustness:0 density:0 bootstrap:0.80347599 cc_score:0.0 bp_score:0.0 mf_score:0.14693
8721	CC: condensed nuclear chromosome, centromeric region | BP: microtubule polymerization or depolymerization | MF:tubulin binding	CC_def: The region of a condensed chromosome in the nucleus that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome. | BP_def: Assembly or disassembly of microtubules by the addition or removal of tubulin heterodimers from a microtubule. | MF_def:Interacting selectively and non-covalently with monomeric or multimeric forms of tubulin, including microtubules.	robustness:7.08870086211751 density:0.274725274725275 bootstrap:0.50295128 cc_score:0.102948 bp_score:0.251786 mf_score:0.169383
6406	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.760044793 cc_score:0.0 bp_score:0.0 mf_score:0.0
5694	CC:  | BP: protein homotetramerization | MF:	CC_def:  | BP_def: The formation of a protein homotetramer, a macromolecular structure consisting of four noncovalently associated identical subunits. | MF_def:	robustness:0 density:0 bootstrap:0.729782936 cc_score:0.0 bp_score:0.442025 mf_score:0.0
5808	CC:  | BP: L-methionine biosynthetic process from S-adenosylmethionine | MF:homocysteine S-methyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of L-methionine from other compounds, including S-adenosylmethionine. | MF_def:Catalysis of the reaction: S-adenosyl-L-methionine + L-homocysteine = S-adenosyl-L-homocysteine + L-methionine.	robustness:0 density:0 bootstrap:0.849766283 cc_score:0.0 bp_score:0.441632 mf_score:0.222196
6595	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.509692298 cc_score:0.0 bp_score:0.0 mf_score:0.0685326
6280	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.23293079957079 density:1 bootstrap:0.82617562 cc_score:0.0 bp_score:0.0569139 mf_score:0.0
8571	CC: RAVE complex | BP: early endosome to late endosome transport | MF:	CC_def: A multisubunit complex that in Saccharomyces is composed of three subunits, Rav1p, Rav2p and Skp1p. Acts transiently to catalyze assembly of cytoplasmic V1, with membrane embedded V0 to form the V-ATPase holoenzyme. | BP_def: The directed movement of substances, in membrane-bounded vesicles, from the early sorting endosomes to the late sorting endosomes; transport occurs along microtubules and can be experimentally blocked with microtubule-depolymerizing drugs. | MF_def:	robustness:5.2967452040378 density:1 bootstrap:0.77478772 cc_score:0.350162 bp_score:0.220093 mf_score:0.0
7681	CC:  | BP: regulation of sporulation | MF:	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of sporulation, the process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. | MF_def:	robustness:2.39994838662408 density:0.333333333333333 bootstrap:0.614806852 cc_score:0.0 bp_score:0.222606 mf_score:0.0
7329	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.47804713431324 density:0.194444444444444 bootstrap:0.458750376 cc_score:0.0 bp_score:0.076994 mf_score:0.0848089
5938	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.86095706922223 density:0.333333333333333 bootstrap:0.70121593 cc_score:0.0 bp_score:0.0 mf_score:0.0
8562	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.79482726112859 density:0.0409982174688057 bootstrap:0.309512078 cc_score:0.0303686 bp_score:0.0100993 mf_score:0.0221069
9147	CC: spindle midzone | BP: mitotic spindle stabilization | MF:	CC_def: The area in the center of the spindle where the spindle microtubules from opposite poles overlap. | BP_def: The cell cycle process in which spindle integrity is maintained during M phase of mitosis. | MF_def:	robustness:1.56555579784387 density:0.333333333333333 bootstrap:0.261620636 cc_score:0.15662 bp_score:0.166428 mf_score:0.0
6045	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.814936876 cc_score:0.0 bp_score:0.014091 mf_score:0.0
6476	CC:  | BP: proline transport | MF:glutathione peroxidase activity	CC_def:  | BP_def: The directed movement of proline, pyrrolidine-2-carboxylic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Catalysis of the reaction: 2 glutathione + hydrogen peroxide = oxidized glutathione + 2 H2O.	robustness:3.30188868467774 density:0.190476190476190 bootstrap:0.7044852 cc_score:0.0 bp_score:0.103048 mf_score:0.13401
6783	CC:  | BP: GO:0035965 | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.49519452 cc_score:0.0 bp_score:0.152524 mf_score:0.0
8894	CC: retromer complex | BP:  | MF:	CC_def: A conserved multimeric membrane-associated complex involved in retrograde transport from endosomes to the Golgi apparatus. For example, the budding yeast retromer comprises Vps35p, Vps29p, Vps26p, Vps5p, and Vps17p. | BP_def:  | MF_def:	robustness:1.44045713864974 density:0.333333333333333 bootstrap:0.42012618 cc_score:0.263896 bp_score:0.0 mf_score:0.0
5848	CC:  | BP: asparagine biosynthetic process | MF:asparagine synthase (glutamine-hydrolyzing) activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of asparagine, 2-amino-3-carbamoylpropanoic acid. | MF_def:Catalysis of the reaction: ATP + L-aspartate + L-glutamine = AMP + diphosphate + L-asparagine + L-glutamate.	robustness:2.22394561286699 density:1 bootstrap:0.81954003 cc_score:0.0 bp_score:0.444728 mf_score:0.589562
5633	CC:  | BP: phospholipid translocation | MF:phospholipid-translocating ATPase activity	CC_def:  | BP_def: The movement of a phospholipid molecule from one leaflet of a membrane bilayer to the opposite leaflet. | MF_def:Catalysis of the movement of phospholipids from one membrane bilayer leaflet to the other (phospolipid 'flippase' activity), driven by the hydrolysis of ATP.	robustness:3.63776144191367 density:0.266666666666667 bootstrap:0.78107583 cc_score:0.0 bp_score:0.262949 mf_score:0.390855
6759	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.69214569301782 density:0.333333333333333 bootstrap:0.57976844 cc_score:0.0 bp_score:0.0 mf_score:0.0
7261	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.11737340867216 density:0.666666666666667 bootstrap:0.79085362 cc_score:0.0 bp_score:0.0 mf_score:0.0
6660	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.49553997493365 density:1 bootstrap:0.370610653 cc_score:0.0 bp_score:0.0 mf_score:0.0
6216	CC:  | BP: 'de novo' L-methionine biosynthetic process | MF:'de novo' L-methionine biosynthetic process	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of L-methionine, the L-enantiomer of (2S)-2-amino-4-(methylsulfanyl)butanoic acid, from simpler components. | MF_def:The chemical reactions and pathways resulting in the formation of L-methionine, the L-enantiomer of (2S)-2-amino-4-(methylsulfanyl)butanoic acid, from simpler components.	robustness:0 density:0 bootstrap:0.836796248 cc_score:0.0 bp_score:0.44412 mf_score:0.29242
8469	CC: organelle membrane contact site | BP:  | MF:	CC_def: A zone of apposition between the membranes of two organelles, structured by bridging complexes. Membrane contact sites (MCSs) are specialized for communication, including the efficient traffic of small molecules such as Ca2+ ions and lipids, as well as enzyme-substrate interactions. | BP_def:  | MF_def:	robustness:3.82630692197436 density:0.0541871921182266 bootstrap:0.289526581 cc_score:0.105875 bp_score:0.0854743 mf_score:0.0
6855	CC:  | BP:  | MF:flavin-linked sulfhydryl oxidase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the formation of disulfide bridges.	robustness:4.04204865994553 density:0.666666666666667 bootstrap:0.76218197 cc_score:0.0 bp_score:0.0 mf_score:0.255899
5509	CC:  | BP:  | MF:glutamate dehydrogenase (NADP+) activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: L-glutamate + H2O + NADP+ = 2-oxoglutarate + NH3 + NADPH + H+.	robustness:0 density:0 bootstrap:0.84157159 cc_score:0.0 bp_score:0.0 mf_score:0.298525
9457	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.20013167791103 density:0.0833333333333333 bootstrap:0.155025376 cc_score:0.0 bp_score:0.0555211 mf_score:0.0
8372	CC:  | BP: establishment of chromatin silencing | MF:	CC_def:  | BP_def: The initial formation of a transcriptionally silent chromatin structure such as heterochromatin. | MF_def:	robustness:2.11912126181417 density:1 bootstrap:0.744103701 cc_score:0.0 bp_score:0.292802 mf_score:0.0
8335	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:6.43996489363304 density:0.9 bootstrap:0.79731693 cc_score:0.0 bp_score:0.0 mf_score:0.0
8897	CC:  | BP:  | MF:radical SAM enzyme activity	CC_def:  | BP_def:  | MF_def:Catalysis of a reaction in which S-adenosyl-L-methionine (SAM) undergoes reductive cleavage to serve as a source of the 5'-deoxyadenosyl radical.	robustness:3.90678118644663 density:0.6 bootstrap:0.494399356 cc_score:0.0 bp_score:0.0 mf_score:0.136063
6811	CC:  | BP: GO:0001180 | MF:RNA polymerase I core binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with RNA polymerase I core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of seventeen subunits.	robustness:0 density:0 bootstrap:0.82173355 cc_score:0.0 bp_score:0.442602 mf_score:0.439385
5937	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.76301527 cc_score:0.0 bp_score:0.0 mf_score:0.0
9744	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.32813457371411 density:0.0700757575757576 bootstrap:0.201152597 cc_score:0.0600293 bp_score:0.051729 mf_score:0.0
6243	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88783018 cc_score:0.0 bp_score:0.0 mf_score:0.0
7423	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.52381787787054 density:0.0849673202614379 bootstrap:0.561457616 cc_score:0.0 bp_score:0.0440954 mf_score:0.0458828
5989	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.66669039374998 density:0.333333333333333 bootstrap:0.75906696 cc_score:0.0 bp_score:0.0 mf_score:0.0
9170	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.10378910999248 density:0.666666666666667 bootstrap:0.40334562 cc_score:0.0 bp_score:0.0485611 mf_score:0.0
